timestamp,score_goal,intake_goal,elevator_god_mode_goal,wrist_god_mode_goal,queue_index
749,0,0,0,0,0

767,0,0,0,0,1

787,0,0,0,0,2

807,0,0,0,0,3

827,0,0,0,0,4

850,0,0,0,0,5

887,0,0,0,0,6

907,0,0,0,0,7

927,0,0,0,0,8

947,0,0,0,0,9

967,0,0,0,0,10

987,0,0,0,0,11

1007,0,0,0,0,12

1027,0,0,0,0,13

1047,0,0,0,0,14

1067,0,0,0,0,15

1087,0,0,0,0,16

1107,0,0,0,0,17

1127,0,0,0,0,18

1147,0,0,0,0,19

1167,0,0,0,0,20

1187,0,0,0,0,21

1207,0,0,0,0,22

1227,0,0,0,0,23

1247,0,0,0,0,24

1267,0,0,0,0,25

1287,0,0,0,0,26

1307,0,0,0,0,27

1327,0,0,0,0,28

1347,0,0,0,0,29

1367,0,0,0,0,30

1387,0,0,0,0,31

1407,0,0,0,0,32

1427,0,0,0,0,33

1447,0,0,0,0,34

1467,0,0,0,0,35

1487,0,0,0,0,36

1507,0,0,0,0,37

1527,0,0,0,0,38

1547,0,0,0,0,39

1567,0,0,0,0,40

1587,0,0,0,0,41

1607,0,0,0,0,42

1627,0,0,0,0,43

1647,0,0,0,0,44

1667,0,0,0,0,45

1687,0,0,0,0,46

1707,0,0,0,0,47

1727,0,0,0,0,48

1747,0,0,0,0,49

1767,0,0,0,0,50

1787,0,0,0,0,51

1807,0,0,0,0,52

1827,0,0,0,0,53

1847,0,0,0,0,54

1867,0,0,0,0,55

1887,0,0,0,0,56

1907,0,0,0,0,57

1927,0,0,0,0,58

1947,0,0,0,0,59

1967,0,0,0,0,60

1987,0,0,0,0,61

2007,0,0,0,0,62

2027,0,0,0,0,63

2047,0,0,0,0,64

2067,0,0,0,0,65

2087,0,0,0,0,66

2107,0,0,0,0,67

2127,0,0,0,0,68

2147,0,0,0,0,69

2167,0,0,0,0,70

2187,0,0,0,0,71

2207,0,0,0,0,72

2227,0,0,0,0,73

2247,0,0,0,0,74

2267,0,0,0,0,75

2287,0,0,0,0,76

2307,0,0,0,0,77

2327,0,0,0,0,78

2347,0,0,0,0,79

2367,0,0,0,0,80

2387,0,0,0,0,81

2407,0,0,0,0,82

2427,0,0,0,0,83

2447,0,0,0,0,84

2467,0,0,0,0,85

2487,0,0,0,0,86

2507,0,0,0,0,87

2527,0,0,0,0,88

2547,0,0,0,0,89

2567,0,0,0,0,90

2587,0,0,0,0,91

2607,0,0,0,0,92

2627,0,0,0,0,93

2647,0,0,0,0,94

2667,0,0,0,0,95

2687,0,0,0,0,96

2707,0,0,0,0,97

2727,0,0,0,0,98

2747,0,0,0,0,99

2767,0,0,0,0,100

2787,0,0,0,0,101

2807,0,0,0,0,102

2827,0,0,0,0,103

2847,0,0,0,0,104

2867,0,0,0,0,105

2887,0,0,0,0,106

2907,0,0,0,0,107

2927,0,0,0,0,108

2947,0,0,0,0,109

2967,0,0,0,0,110

2987,0,0,0,0,111

3007,0,0,0,0,112

3027,0,0,0,0,113

3047,0,0,0,0,114

3067,0,0,0,0,115

3087,0,0,0,0,116

3107,0,0,0,0,117

3127,0,0,0,0,118

3147,0,0,0,0,119

3167,0,0,0,0,120

3187,0,0,0,0,121

3207,0,0,0,0,122

3227,0,0,0,0,123

3247,0,0,0,0,124

3267,0,0,0,0,125

3287,0,0,0,0,126

3307,0,0,0,0,127

3327,0,0,0,0,128

3347,0,0,0,0,129

3367,0,0,0,0,130

3387,0,0,0,0,131

3407,0,0,0,0,132

3427,0,0,0,0,133

3447,0,0,0,0,134

3467,0,0,0,0,135

3487,0,0,0,0,136

3507,0,0,0,0,137

3527,0,0,0,0,138

3547,0,0,0,0,139

3567,0,0,0,0,140

3587,0,0,0,0,141

3607,0,0,0,0,142

3627,0,0,0,0,143

3647,0,0,0,0,144

3667,0,0,0,0,145

3687,0,0,0,0,146

3707,0,0,0,0,147

3727,0,0,0,0,148

3747,0,0,0,0,149

3767,0,0,0,0,150

3787,0,0,0,0,151

3807,0,0,0,0,152

3827,0,0,0,0,153

3847,0,0,0,0,154

3867,0,0,0,0,155

3887,0,0,0,0,156

3907,0,0,0,0,157

3927,0,0,0,0,158

3947,0,0,0,0,159

3967,0,0,0,0,160

3987,0,0,0,0,161

4007,0,0,0,0,162

4027,0,0,0,0,163

4047,0,0,0,0,164

4067,0,0,0,0,165

4087,0,0,0,0,166

4107,0,0,0,0,167

4127,0,0,0,0,168

4147,0,0,0,0,169

4167,0,0,0,0,170

4187,0,0,0,0,171

4207,0,0,0,0,172

4227,0,0,0,0,173

4247,0,0,0,0,174

4267,0,0,0,0,175

4287,0,0,0,0,176

4307,0,0,0,0,177

4327,0,0,0,0,178

4347,0,0,0,0,179

4367,0,0,0,0,180

4387,0,0,0,0,181

4407,0,0,0,0,182

4427,0,0,0,0,183

4447,0,0,0,0,184

4467,0,0,0,0,185

4487,0,0,0,0,186

4507,0,0,0,0,187

4527,0,0,0,0,188

4547,0,0,0,0,189

4567,0,0,0,0,190

4587,0,0,0,0,191

4607,0,0,0,0,192

4627,0,0,0,0,193

4647,0,0,0,0,194

4667,0,0,0,0,195

4687,0,0,0,0,196

4707,0,0,0,0,197

4727,0,0,0,0,198

4747,0,0,0,0,199

4767,0,0,0,0,200

4787,0,0,0,0,201

4807,0,0,0,0,202

4827,0,0,0,0,203

4847,0,0,0,0,204

4867,0,0,0,0,205

4887,0,0,0,0,206

4907,0,0,0,0,207

4927,0,0,0,0,208

4947,0,0,0,0,209

4967,0,0,0,0,210

4987,0,0,0,0,211

5007,0,0,0,0,212

5027,0,0,0,0,213

5047,0,0,0,0,214

5067,0,0,0,0,215

5087,0,0,0,0,216

5107,0,0,0,0,217

5127,0,0,0,0,218

5147,0,0,0,0,219

5167,0,0,0,0,220

5187,0,0,0,0,221

5207,0,0,0,0,222

5227,0,0,0,0,223

5247,0,0,0,0,224

5267,0,0,0,0,225

5287,0,0,0,0,226

5307,0,0,0,0,227

5327,0,0,0,0,228

5347,0,0,0,0,229

5367,0,0,0,0,230

5387,0,0,0,0,231

5407,0,0,0,0,232

5427,0,0,0,0,233

5447,0,0,0,0,234

5467,0,0,0,0,235

5487,0,0,0,0,236

5507,0,0,0,0,237

5527,0,0,0,0,238

5547,0,0,0,0,239

5567,0,0,0,0,240

5587,0,0,0,0,241

5607,0,0,0,0,242

5627,0,0,0,0,243

5647,0,0,0,0,244

5667,0,0,0,0,245

5687,0,0,0,0,246

5707,0,0,0,0,247

5727,0,0,0,0,248

5747,0,0,0,0,249

5767,0,0,0,0,250

5787,0,0,0,0,251

5807,0,0,0,0,252

5827,0,0,0,0,253

5847,0,0,0,0,254

5867,0,0,0,0,255

5887,0,0,0,0,256

5907,0,0,0,0,257

5927,0,0,0,0,258

5947,0,0,0,0,259

5967,0,0,0,0,260

5987,0,0,0,0,261

6007,0,0,0,0,262

6027,0,0,0,0,263

6047,0,0,0,0,264

6067,0,0,0,0,265

6087,0,0,0,0,266

6107,0,0,0,0,267

6127,0,0,0,0,268

6147,0,0,0,0,269

6167,0,0,0,0,270

6187,0,0,0,0,271

6207,0,0,0,0,272

6227,0,0,0,0,273

6247,0,0,0,0,274

6267,0,0,0,0,275

6287,0,0,0,0,276

6307,0,0,0,0,277

6327,0,0,0,0,278

6347,0,0,0,0,279

6367,0,0,0,0,280

6387,0,0,0,0,281

6407,0,0,0,0,282

6427,0,0,0,0,283

6447,0,0,0,0,284

6467,0,0,0,0,285

6487,0,0,0,0,286

6507,0,0,0,0,287

6527,0,0,0,0,288

6547,0,0,0,0,289

6567,0,0,0,0,290

6587,0,0,0,0,291

6607,0,0,0,0,292

6627,0,0,0,0,293

6647,0,0,0,0,294

6667,0,0,0,0,295

6687,0,0,0,0,296

6707,0,0,0,0,297

6727,0,0,0,0,298

6747,0,0,0,0,299

6767,0,0,0,0,300

6787,0,0,0,0,301

6807,0,0,0,0,302

6827,0,0,0,0,303

6847,0,0,0,0,304

6867,0,0,0,0,305

6887,0,0,0,0,306

6907,0,0,0,0,307

6927,0,0,0,0,308

6947,0,0,0,0,309

6967,0,0,0,0,310

6987,0,0,0,0,311

7007,0,0,0,0,312

7027,0,0,0,0,313

7047,0,0,0,0,314

7067,0,0,0,0,315

7087,0,0,0,0,316

7107,0,0,0,0,317

7127,0,0,0,0,318

7147,0,0,0,0,319

7167,0,0,0,0,320

7187,0,0,0,0,321

7207,0,0,0,0,322

7227,0,0,0,0,323

7247,0,0,0,0,324

7267,0,0,0,0,325

7287,0,0,0,0,326

7307,0,0,0,0,327

7327,0,0,0,0,328

7347,0,0,0,0,329

7367,0,0,0,0,330

7387,0,0,0,0,331

7407,0,0,0,0,332

7427,0,0,0,0,333

7447,0,0,0,0,334

7467,0,0,0,0,335

7487,0,0,0,0,336

7507,0,0,0,0,337

7527,0,0,0,0,338

7547,0,0,0,0,339

7567,0,0,0,0,340

7587,0,0,0,0,341

7607,0,0,0,0,342

7627,0,0,0,0,343

7647,0,0,0,0,344

7667,0,0,0,0,345

7687,0,0,0,0,346

7707,0,0,0,0,347

7727,0,0,0,0,348

7747,0,0,0,0,349

7767,0,0,0,0,350

7787,0,0,0,0,351

7807,0,0,0,0,352

7827,0,0,0,0,353

7847,0,0,0,0,354

7867,0,0,0,0,355

7887,0,0,0,0,356

7907,0,0,0,0,357

7927,0,0,0,0,358

7947,0,0,0,0,359

7967,0,0,0,0,360

7987,0,0,0,0,361

8007,0,0,0,0,362

8027,0,0,0,0,363

8047,0,0,0,0,364

8067,0,0,0,0,365

8087,0,0,0,0,366

8107,0,0,0,0,367

8127,0,0,0,0,368

8147,0,0,0,0,369

8167,0,0,0,0,370

8187,0,0,0,0,371

8207,0,0,0,0,372

8227,0,0,0,0,373

8247,0,0,0,0,374

8267,0,0,0,0,375

8287,0,0,0,0,376

8307,0,0,0,0,377

8327,0,0,0,0,378

8347,0,0,0,0,379

8367,0,0,0,0,380

8387,0,0,0,0,381

8407,0,0,0,0,382

8427,0,0,0,0,383

8447,0,0,0,0,384

8467,0,0,0,0,385

8487,0,0,0,0,386

8507,0,0,0,0,387

8527,0,0,0,0,388

8547,0,0,0,0,389

8567,0,0,0,0,390

8587,0,0,0,0,391

8607,0,0,0,0,392

8627,0,0,0,0,393

8647,0,0,0,0,394

8667,0,0,0,0,395

8687,0,0,0,0,396

8707,0,0,0,0,397

8727,0,0,0,0,398

8747,0,0,0,0,399

8767,0,0,0,0,400

8787,0,0,0,0,401

8807,0,0,0,0,402

8827,0,0,0,0,403

8847,0,0,0,0,404

8867,0,0,0,0,405

8887,0,0,0,0,406

8907,0,0,0,0,407

8927,0,0,0,0,408

8947,0,0,0,0,409

8967,0,0,0,0,410

8987,0,0,0,0,411

9007,0,0,0,0,412

9027,0,0,0,0,413

9047,0,0,0,0,414

9067,0,0,0,0,415

9087,0,0,0,0,416

9107,0,0,0,0,417

9127,0,0,0,0,418

9147,0,0,0,0,419

9167,0,0,0,0,420

9187,0,0,0,0,421

9207,0,0,0,0,422

9227,0,0,0,0,423

9247,0,0,0,0,424

9267,0,0,0,0,425

9287,0,0,0,0,426

9307,0,0,0,0,427

9327,0,0,0,0,428

9347,0,0,0,0,429

9367,0,0,0,0,430

9387,0,0,0,0,431

9407,0,0,0,0,432

9427,0,0,0,0,433

9447,0,0,0,0,434

9467,0,0,0,0,435

9487,0,0,0,0,436

9507,0,0,0,0,437

9527,0,0,0,0,438

9547,0,0,0,0,439

9567,0,0,0,0,440

9587,0,0,0,0,441

9607,0,0,0,0,442

9627,0,0,0,0,443

9647,0,0,0,0,444

9667,0,0,0,0,445

9687,0,0,0,0,446

9707,0,0,0,0,447

9727,0,0,0,0,448

9747,0,0,0,0,449

9767,0,0,0,0,450

9787,0,0,0,0,451

9807,0,0,0,0,452

9827,0,0,0,0,453

9847,0,0,0,0,454

9867,0,0,0,0,455

9887,0,0,0,0,456

9907,0,0,0,0,457

9927,0,0,0,0,458

9947,0,0,0,0,459

9967,0,0,0,0,460

9987,0,0,0,0,461

10007,0,0,0,0,462

10027,0,0,0,0,463

10047,0,0,0,0,464

10067,0,0,0,0,465

10087,0,0,0,0,466

10107,0,0,0,0,467

10127,0,0,0,0,468

10147,0,0,0,0,469

10167,0,0,0,0,470

10187,0,0,0,0,471

10207,0,0,0,0,472

10227,0,0,0,0,473

10247,0,0,0,0,474

10267,0,0,0,0,475

10287,0,0,0,0,476

10307,0,0,0,0,477

10327,0,0,0,0,478

10347,0,0,0,0,479

10367,0,0,0,0,480

10387,0,0,0,0,481

10407,0,0,0,0,482

10427,0,0,0,0,483

10447,0,0,0,0,484

10467,0,0,0,0,485

10487,0,0,0,0,486

10507,0,0,0,0,487

10527,0,0,0,0,488

10547,0,0,0,0,489

10567,0,0,0,0,490

10587,0,0,0,0,491

10607,0,0,0,0,492

10627,0,0,0,0,493

10647,0,0,0,0,494

10667,0,0,0,0,495

10687,0,0,0,0,496

10707,0,0,0,0,497

10727,0,0,0,0,498

10747,0,0,0,0,499

10767,0,0,0,0,500

10787,0,0,0,0,501

10807,0,0,0,0,502

10827,0,0,0,0,503

10847,0,0,0,0,504

10867,0,0,0,0,505

10887,0,0,0,0,506

10907,0,0,0,0,507

10927,0,0,0,0,508

10947,0,0,0,0,509

10967,0,0,0,0,510

10987,0,0,0,0,511

11007,0,0,0,0,512

11027,0,0,0,0,513

11047,0,0,0,0,514

11067,0,0,0,0,515

11087,0,0,0,0,516

11107,0,0,0,0,517

11127,0,0,0,0,518

11147,0,0,0,0,519

11167,0,0,0,0,520

11187,0,0,0,0,521

11207,0,0,0,0,522

11227,0,0,0,0,523

11247,0,0,0,0,524

11267,0,0,0,0,525

11287,0,0,0,0,526

11307,0,0,0,0,527

11327,0,0,0,0,528

11347,0,0,0,0,529

11367,0,0,0,0,530

11387,0,0,0,0,531

11407,0,0,0,0,532

11427,0,0,0,0,533

11447,0,0,0,0,534

11467,0,0,0,0,535

11487,0,0,0,0,536

11507,0,0,0,0,537

11527,0,0,0,0,538

11547,0,0,0,0,539

11567,0,0,0,0,540

11587,0,0,0,0,541

11607,0,0,0,0,542

11627,0,0,0,0,543

11647,0,0,0,0,544

11667,0,0,0,0,545

11687,0,0,0,0,546

11707,0,0,0,0,547

11727,0,0,0,0,548

11747,0,0,0,0,549

11767,0,0,0,0,550

11787,0,0,0,0,551

11807,0,0,0,0,552

11827,0,0,0,0,553

11847,0,0,0,0,554

11867,0,0,0,0,555

11887,0,0,0,0,556

11907,0,0,0,0,557

11927,0,0,0,0,558

11947,0,0,0,0,559

11967,0,0,0,0,560

11987,0,0,0,0,561

12007,0,0,0,0,562

12027,0,0,0,0,563

12047,0,0,0,0,564

12067,0,0,0,0,565

12087,0,0,0,0,566

12107,0,0,0,0,567

12127,0,0,0,0,568

12147,0,0,0,0,569

12167,0,0,0,0,570

12187,0,0,0,0,571

12207,0,0,0,0,572

12227,0,0,0,0,573

12247,0,0,0,0,574

12267,0,0,0,0,575

12287,0,0,0,0,576

12307,0,0,0,0,577

12327,0,0,0,0,578

12347,0,0,0,0,579

12367,0,0,0,0,580

12387,0,0,0,0,581

12407,0,0,0,0,582

12427,0,0,0,0,583

12447,0,0,0,0,584

12467,0,0,0,0,585

12487,0,0,0,0,586

12507,0,0,0,0,587

12527,0,0,0,0,588

12547,0,0,0,0,589

12567,0,0,0,0,590

12587,0,0,0,0,591

12607,0,0,0,0,592

12627,0,0,0,0,593

12647,0,0,0,0,594

12667,0,0,0,0,595

12687,0,0,0,0,596

12707,0,0,0,0,597

12727,0,0,0,0,598

12747,0,0,0,0,599

12767,0,0,0,0,600

12787,0,0,0,0,601

12807,0,0,0,0,602

12827,0,0,0,0,603

12847,0,0,0,0,604

12867,0,0,0,0,605

12887,0,0,0,0,606

12907,0,0,0,0,607

12927,0,0,0,0,608

12947,0,0,0,0,609

12967,0,0,0,0,610

12987,0,0,0,0,611

13007,0,0,0,0,612

13027,0,0,0,0,613

13047,0,0,0,0,614

13067,0,0,0,0,615

13087,0,0,0,0,616

13107,0,0,0,0,617

13127,0,0,0,0,618

13147,0,0,0,0,619

13167,0,0,0,0,620

13187,0,0,0,0,621

13207,0,0,0,0,622

13227,0,0,0,0,623

13247,0,0,0,0,624

13267,0,0,0,0,625

13287,0,0,0,0,626

13307,0,0,0,0,627

13327,0,0,0,0,628

13347,0,0,0,0,629

13367,0,0,0,0,630

13387,0,0,0,0,631

13407,0,0,0,0,632

13427,0,0,0,0,633

13447,0,0,0,0,634

13467,0,0,0,0,635

13487,0,0,0,0,636

13507,0,0,0,0,637

13527,0,0,0,0,638

13547,0,0,0,0,639

13567,0,0,0,0,640

13587,0,0,0,0,641

13607,0,0,0,0,642

13627,0,0,0,0,643

13647,0,0,0,0,644

13667,0,0,0,0,645

13687,0,0,0,0,646

13707,0,0,0,0,647

13727,0,0,0,0,648

13747,0,0,0,0,649

13767,0,0,0,0,650

13787,0,0,0,0,651

13807,0,0,0,0,652

13827,0,0,0,0,653

13847,0,0,0,0,654

13867,0,0,0,0,655

13887,0,0,0,0,656

13907,0,0,0,0,657

13927,0,0,0,0,658

13947,0,0,0,0,659

13967,0,0,0,0,660

13987,0,0,0,0,661

14007,0,0,0,0,662

14027,0,0,0,0,663

14047,0,0,0,0,664

14067,0,0,0,0,665

14087,0,0,0,0,666

14107,0,0,0,0,667

14127,0,0,0,0,668

14147,0,0,0,0,669

14167,0,0,0,0,670

14187,0,0,0,0,671

14207,0,0,0,0,672

14227,0,0,0,0,673

14247,0,0,0,0,674

14267,0,0,0,0,675

14287,0,0,0,0,676

14307,0,0,0,0,677

14327,0,0,0,0,678

14347,0,0,0,0,679

14367,0,0,0,0,680

14387,0,0,0,0,681

14407,0,0,0,0,682

14427,0,0,0,0,683

14447,0,0,0,0,684

14467,0,0,0,0,685

14487,0,0,0,0,686

14507,0,0,0,0,687

14527,0,0,0,0,688

14547,0,0,0,0,689

14567,0,0,0,0,690

14587,0,0,0,0,691

14607,0,0,0,0,692

14627,0,0,0,0,693

14647,0,0,0,0,694

14667,0,0,0,0,695

14687,0,0,0,0,696

14707,0,0,0,0,697

14727,0,0,0,0,698

14747,0,0,0,0,699

14767,0,0,0,0,700

14787,0,0,0,0,701

14807,0,0,0,0,702

14827,0,0,0,0,703

14847,0,0,0,0,704

14867,0,0,0,0,705

14887,0,0,0,0,706

14907,0,0,0,0,707

14927,0,0,0,0,708

14947,0,0,0,0,709

14967,0,0,0,0,710

14987,0,0,0,0,711

15007,0,0,0,0,712

15027,0,0,0,0,713

15047,0,0,0,0,714

15067,0,0,0,0,715

15087,0,0,0,0,716

15107,0,0,0,0,717

15127,0,0,0,0,718

15147,0,0,0,0,719

15167,0,0,0,0,720

15187,0,0,0,0,721

15207,0,0,0,0,722

15227,0,0,0,0,723

15247,0,0,0,0,724

15267,0,0,0,0,725

15287,0,0,0,0,726

15307,0,0,0,0,727

15327,0,0,0,0,728

15347,0,0,0,0,729

15367,0,0,0,0,730

15387,0,0,0,0,731

15407,0,0,0,0,732

15427,0,0,0,0,733

15447,0,0,0,0,734

15467,0,0,0,0,735

15487,0,0,0,0,736

15507,0,0,0,0,737

15527,0,0,0,0,738

15547,0,0,0,0,739

15567,0,0,0,0,740

15587,0,0,0,0,741

15607,0,0,0,0,742

15627,0,0,0,0,743

15647,0,0,0,0,744

15667,0,0,0,0,745

15687,0,0,0,0,746

15707,0,0,0,0,747

15727,0,0,0,0,748

15747,0,0,0,0,749

15767,0,0,0,0,750

15787,0,0,0,0,751

15807,0,0,0,0,752

15827,0,0,0,0,753

15847,0,0,0,0,754

15867,0,0,0,0,755

15887,0,0,0,0,756

15907,0,0,0,0,757

15927,0,0,0,0,758

15947,0,0,0,0,759

15967,0,0,0,0,760

15987,0,0,0,0,761

16007,0,0,0,0,762

16027,0,0,0,0,763

16047,0,0,0,0,764

16067,0,0,0,0,765

16087,0,0,0,0,766

16107,0,0,0,0,767

16127,0,0,0,0,768

16147,0,0,0,0,769

16167,0,0,0,0,770

16187,0,0,0,0,771

16207,0,0,0,0,772

16227,0,0,0,0,773

16247,0,0,0,0,774

16267,0,0,0,0,775

16287,0,0,0,0,776

16307,0,0,0,0,777

16327,0,0,0,0,778

16347,0,0,0,0,779

16367,0,0,0,0,780

16387,0,0,0,0,781

16407,0,0,0,0,782

16427,0,0,0,0,783

16447,0,0,0,0,784

16467,0,0,0,0,785

16487,0,0,0,0,786

16507,0,0,0,0,787

16527,0,0,0,0,788

16547,0,0,0,0,789

16567,0,0,0,0,790

16587,0,0,0,0,791

16607,0,0,0,0,792

16627,0,0,0,0,793

16647,0,0,0,0,794

16667,0,0,0,0,795

16687,0,0,0,0,796

16707,0,0,0,0,797

16727,0,0,0,0,798

16747,0,0,0,0,799

16767,0,0,0,0,800

16787,0,0,0,0,801

16807,0,0,0,0,802

16827,0,0,0,0,803

16847,0,0,0,0,804

16867,0,0,0,0,805

16887,0,0,0,0,806

16907,0,0,0,0,807

16927,0,0,0,0,808

16947,0,0,0,0,809

16967,0,0,0,0,810

16987,0,0,0,0,811

17007,0,0,0,0,812

17027,0,0,0,0,813

17047,0,0,0,0,814

17067,0,0,0,0,815

17087,0,0,0,0,816

17107,0,0,0,0,817

17127,0,0,0,0,818

17147,0,0,0,0,819

17167,0,0,0,0,820

17187,0,0,0,0,821

17207,0,0,0,0,822

17227,0,0,0,0,823

17247,0,0,0,0,824

17267,0,0,0,0,825

17287,0,0,0,0,826

17307,0,0,0,0,827

17327,0,0,0,0,828

17347,0,0,0,0,829

17367,0,0,0,0,830

17387,0,0,0,0,831

17407,0,0,0,0,832

17427,0,0,0,0,833

17447,0,0,0,0,834

17467,0,0,0,0,835

17487,0,0,0,0,836

17507,0,0,0,0,837

17527,0,0,0,0,838

17547,0,0,0,0,839

17567,0,0,0,0,840

17587,0,0,0,0,841

17607,0,0,0,0,842

17627,0,0,0,0,843

17647,0,0,0,0,844

17667,0,0,0,0,845

17687,0,0,0,0,846

17707,0,0,0,0,847

17727,0,0,0,0,848

17747,0,0,0,0,849

17767,0,0,0,0,850

17787,0,0,0,0,851

17807,0,0,0,0,852

17827,0,0,0,0,853

17847,0,0,0,0,854

17867,0,0,0,0,855

17887,0,0,0,0,856

17907,0,0,0,0,857

17927,0,0,0,0,858

17947,0,0,0,0,859

17967,0,0,0,0,860

17987,0,0,0,0,861

18007,0,0,0,0,862

18027,0,0,0,0,863

18047,0,0,0,0,864

18067,0,0,0,0,865

18087,0,0,0,0,866

18107,0,0,0,0,867

18127,0,0,0,0,868

18147,0,0,0,0,869

18167,0,0,0,0,870

18187,0,0,0,0,871

18207,0,0,0,0,872

18227,0,0,0,0,873

18247,0,0,0,0,874

18267,0,0,0,0,875

18287,0,0,0,0,876

18307,0,0,0,0,877

18327,0,0,0,0,878

18347,0,0,0,0,879

18367,0,0,0,0,880

18387,0,0,0,0,881

18407,0,0,0,0,882

18427,0,0,0,0,883

18447,0,0,0,0,884

18467,0,0,0,0,885

18487,0,0,0,0,886

18507,0,0,0,0,887

18527,0,0,0,0,888

18547,0,0,0,0,889

18567,0,0,0,0,890

18587,0,0,0,0,891

18607,0,0,0,0,892

18627,0,0,0,0,893

18647,0,0,0,0,894

18667,0,0,0,0,895

18687,0,0,0,0,896

18707,0,0,0,0,897

18727,0,0,0,0,898

18747,0,0,0,0,899

18767,0,0,0,0,900

18787,0,0,0,0,901

18807,0,0,0,0,902

18827,0,0,0,0,903

18847,0,0,0,0,904

18867,0,0,0,0,905

18887,0,0,0,0,906

18907,0,0,0,0,907

18927,0,0,0,0,908

18947,0,0,0,0,909

18967,0,0,0,0,910

18987,0,0,0,0,911

19007,0,0,0,0,912

19027,0,0,0,0,913

19047,0,0,0,0,914

19067,0,0,0,0,915

19087,0,0,0,0,916

19107,0,0,0,0,917

19127,0,0,0,0,918

19151,0,0,0,0,919

19167,0,0,0,0,920

19187,0,0,0,0,921

19207,0,0,0,0,922

19227,0,0,0,0,923

19247,0,0,0,0,924

19267,0,0,0,0,925

19287,0,0,0,0,926

19307,0,0,0,0,927

19327,0,0,0,0,928

19351,0,0,0,0,929

19367,0,0,0,0,930

19387,0,0,0,0,931

19407,0,0,0,0,932

19427,0,0,0,0,933

19447,0,0,0,0,934

19467,0,0,0,0,935

19487,0,0,0,0,936

19507,0,0,0,0,937

19527,0,0,0,0,938

19547,0,0,0,0,939

